Date,Country,App,Platform,Ad Network,Daily Users
16/10/2018,GU,Blast!,android,Organic,3
20/10/2018,US,Carz,ios,Organic,423
19/10/2018,GR,Blast!,ios,Ad Network 3,4
18/10/2018,CA,Blast!,ios,Ad Network 6,1
17/10/2018,KH,T-Rex,ios,Organic,1
22/10/2018,NL,Carz,android,Ad Network 1,11
22/10/2018,EE,Blast!,ios,Organic,2
18/10/2018,PA,T-Rex,android,Organic,1
20/10/2018,SY,Carz,android,Organic,1
19/10/2018,DK,T-Rex,ios,Organic,39
16/10/2018,MZ,Blast!,ios,Ad Network 1,1
16/10/2018,AD,Blast!,ios,Ad Network 1,2
21/10/2018,FI,T-Rex,android,Organic,1
18/10/2018,CW,Blast!,ios,Ad Network 1,1
21/10/2018,FR,T-Rex,android,Organic,26
22/10/2018,PK,Blast!,ios,Organic,4
21/10/2018,LB,Blast!,android,Organic,3
17/10/2018,GE,Blast!,ios,Organic,14
17/10/2018,PS,Blast!,ios,Organic,2
17/10/2018,RU,Carz,ios,Organic,1
18/10/2018,LV,Blast!,ios,Ad Network 1,5
18/10/2018,DE,Blast!,ios,Ad Network 6,1
18/10/2018,NL,Blast!,ios,Ad Network 1,86
21/10/2018,IR,Blast!,ios,Ad Network 2,2
22/10/2018,GR,Bally Ball,ios,Ad Network 2,1
21/10/2018,IN,Blast!,android,Organic,47
19/10/2018,DO,Blast!,android,Organic,5
22/10/2018,SG,Blast!,ios,Organic,16
20/10/2018,CA,Carz,android,Ad Network 1,1
20/10/2018,BD,Carz,ios,Organic,1
19/10/2018,PY,Blast!,ios,Organic,5
19/10/2018,GR,Blast!,android,Organic,6
18/10/2018,UA,T-Rex,ios,Organic,2
18/10/2018,PH,Blast!,ios,Ad Network 1,303
17/10/2018,PK,T-Rex,ios,Organic,2
19/10/2018,GE,Carz,ios,Organic,2
20/10/2018,US,Carz,ios,Ad Network 1,1806
21/10/2018,IL,Blast!,ios,Ad Network 1,74
19/10/2018,CO,Blast!,ios,Organic,39
16/10/2018,US,Bally Ball,android,Organic,1
16/10/2018,CY,Blast!,ios,Organic,4
21/10/2018,JM,Bally Ball,ios,Ad Network 1,1
22/10/2018,PK,Blast!,android,Organic,4
19/10/2018,US,Carz,android,Organic,82
18/10/2018,AT,Blast!,ios,Organic,9
21/10/2018,IQ,Carz,android,Organic,1
18/10/2018,KZ,Blast!,android,Organic,12
20/10/2018,HT,Blast!,ios,Ad Network 1,1
20/10/2018,PR,Bally Ball,ios,Organic,1
16/10/2018,BB,Blast!,ios,Ad Network 1,3
16/10/2018,FR,Blast!,ios,Ad Network 6,1
20/10/2018,PK,Blast!,android,Organic,7
16/10/2018,MA,Carz,ios,Organic,1
19/10/2018,IT,T-Rex,android,Organic,1
18/10/2018,CN,Carz,ios,Ad Network 1,1
16/10/2018,SG,Blast!,ios,Ad Network 1,29
20/10/2018,MA,Blast!,ios,Organic,11
21/10/2018,VN,Carz,ios,Organic,210
20/10/2018,DE,T-Rex,ios,Organic,28
19/10/2018,SK,T-Rex,android,Organic,2
18/10/2018,GE,Bally Ball,android,Organic,1
21/10/2018,NL,Carz,ios,Organic,82
17/10/2018,MY,Blast!,ios,Ad Network 1,61
16/10/2018,VN,Carz,ios,Organic,137
19/10/2018,UY,Blast!,android,Organic,1
20/10/2018,MY,T-Rex,ios,Organic,3
21/10/2018,GU,Blast!,android,Organic,1
17/10/2018,PY,Carz,ios,Ad Network 1,1
20/10/2018,JO,Blast!,ios,Ad Network 1,24
19/10/2018,AO,Blast!,ios,Organic,2
20/10/2018,PH,Carz,ios,Organic,51
21/10/2018,PE,Blast!,android,Organic,5
18/10/2018,HU,Blast!,ios,Organic,22
22/10/2018,VN,Carz,android,Ad Network 1,57
21/10/2018,GH,Blast!,ios,Ad Network 1,4
16/10/2018,RU,Blast!,ios,Ad Network 1,352
17/10/2018,MM,Blast!,ios,Organic,2
22/10/2018,LU,Bally Ball,ios,Organic,1
19/10/2018,GT,Blast!,android,Organic,6
19/10/2018,TR,Blast!,ios,Ad Network 1,293
16/10/2018,SA,Blast!,ios,Organic,75
17/10/2018,US,T-Rex,ios,Ad Network 2,2
22/10/2018,PL,Blast!,ios,Organic,16
18/10/2018,JE,Blast!,ios,Ad Network 1,2
19/10/2018,US,T-Rex,ios,Ad Network 1,370
21/10/2018,CA,T-Rex,android,Organic,19
20/10/2018,UA,Blast!,android,Organic,23
22/10/2018,BR,Carz,ios,Ad Network 1,1124
19/10/2018,BR,Blast!,android,Organic,114
20/10/2018,IR,Bally Ball,ios,Ad Network 2,1
21/10/2018,HN,Blast!,ios,Organic,4
21/10/2018,GB,Bally Ball,ios,Ad Network 1,2
20/10/2018,KE,Blast!,android,Organic,1
22/10/2018,SV,Blast!,ios,Ad Network 1,3
21/10/2018,EG,Bally Ball,ios,Ad Network 1,1
16/10/2018,FR,Carz,android,Ad Network 1,1
18/10/2018,MX,Bally Ball,ios,Organic,1
18/10/2018,IS,T-Rex,ios,Organic,1
21/10/2018,US,Bally Ball,ios,Ad Network 4,31
18/10/2018,GA,Blast!,ios,Organic,2
22/10/2018,AZ,Blast!,android,Organic,3
22/10/2018,SA,Bally Ball,ios,Organic,2
18/10/2018,LK,Blast!,ios,Ad Network 1,5
18/10/2018,GB,Blast!,ios,Ad Network 5,1
19/10/2018,LV,Blast!,ios,Ad Network 1,7
18/10/2018,DE,Carz,android,Ad Network 1,1
19/10/2018,CA,T-Rex,ios,Ad Network 1,3
20/10/2018,OM,Blast!,ios,Organic,1
17/10/2018,AO,Blast!,ios,Organic,2
17/10/2018,SV,Blast!,android,Organic,2
19/10/2018,CZ,T-Rex,android,Organic,1
16/10/2018,UZ,Blast!,ios,Organic,2
21/10/2018,LK,T-Rex,ios,Organic,1
16/10/2018,PH,Carz,ios,Ad Network 1,254
18/10/2018,NO,T-Rex,ios,Organic,11
18/10/2018,US,T-Rex,ios,Ad Network 5,17
20/10/2018,GE,Blast!,ios,Ad Network 1,43
20/10/2018,AU,Blast!,ios,Ad Network 3,1
21/10/2018,GL,Blast!,ios,Ad Network 1,2
16/10/2018,CV,Blast!,ios,Ad Network 1,2
19/10/2018,HK,Blast!,ios,Ad Network 1,85
16/10/2018,KY,Bally Ball,ios,Organic,1
16/10/2018,EE,Blast!,android,Organic,3
21/10/2018,GG,Blast!,ios,Ad Network 1,1
17/10/2018,PH,Carz,android,Organic,53
21/10/2018,BR,Carz,android,Ad Network 1,673
21/10/2018,HN,Blast!,android,Organic,1
16/10/2018,HK,Blast!,ios,Organic,87
21/10/2018,VE,Blast!,android,Organic,2
22/10/2018,AR,Carz,ios,Ad Network 1,519
16/10/2018,EG,Blast!,android,Organic,13
22/10/2018,PH,T-Rex,ios,Organic,4
21/10/2018,IM,Blast!,ios,Ad Network 1,3
21/10/2018,HU,T-Rex,android,Organic,1
20/10/2018,QA,Blast!,ios,Organic,8
18/10/2018,GB,Bally Ball,ios,Ad Network 5,1
16/10/2018,CA,T-Rex,ios,Organic,94
16/10/2018,BG,Blast!,android,Organic,4
20/10/2018,BH,Blast!,ios,Ad Network 1,8
19/10/2018,KR,Bally Ball,ios,Organic,1
16/10/2018,GB,T-Rex,ios,Ad Network 3,1
16/10/2018,BJ,Blast!,ios,Organic,1
19/10/2018,RS,Blast!,ios,Organic,7
17/10/2018,GP,Blast!,ios,Organic,5
21/10/2018,EC,Blast!,ios,Organic,9
17/10/2018,DK,T-Rex,ios,Organic,37
18/10/2018,VN,Carz,ios,Ad Network 1,825
18/10/2018,PR,Blast!,ios,Organic,31
19/10/2018,CM,Blast!,ios,Ad Network 1,1
17/10/2018,US,T-Rex,ios,Ad Network 4,27
20/10/2018,CR,Blast!,android,Organic,2
22/10/2018,TR,Bally Ball,ios,Organic,2
20/10/2018,NL,Carz,android,Ad Network 1,18
19/10/2018,DK,Blast!,ios,Organic,75
20/10/2018,AR,Blast!,ios,Ad Network 1,86
19/10/2018,un,T-Rex,ios,Organic,1
22/10/2018,IM,Blast!,ios,Organic,1
19/10/2018,US,Blast!,ios,Ad Network 5,573
20/10/2018,IQ,Carz,android,Organic,1
22/10/2018,AW,Blast!,ios,Ad Network 1,1
21/10/2018,JO,Blast!,ios,Organic,5
19/10/2018,PH,T-Rex,android,Organic,3
22/10/2018,OM,Blast!,ios,Ad Network 1,1
18/10/2018,PT,Carz,ios,Organic,1
20/10/2018,BA,Blast!,ios,Organic,1
20/10/2018,NL,Carz,android,Organic,15
18/10/2018,US,Carz,android,Ad Network 1,581
22/10/2018,AL,Blast!,ios,Ad Network 1,26
19/10/2018,RO,Blast!,ios,Organic,11
22/10/2018,IR,Carz,android,Organic,6
17/10/2018,HU,Blast!,ios,Organic,21
21/10/2018,MX,Blast!,ios,Organic,214
21/10/2018,DO,Blast!,ios,Ad Network 1,77
20/10/2018,DZ,Blast!,ios,Ad Network 1,30
18/10/2018,GP,Blast!,android,Organic,1
19/10/2018,EE,Blast!,ios,Ad Network 1,6
16/10/2018,IT,Blast!,android,Organic,59
18/10/2018,LC,Carz,android,Organic,1
22/10/2018,BO,Blast!,ios,Organic,3
22/10/2018,BY,Blast!,ios,Ad Network 1,10
18/10/2018,KW,T-Rex,ios,Organic,2
17/10/2018,GH,Blast!,ios,Ad Network 1,4
20/10/2018,EC,Bally Ball,ios,Ad Network 1,1
16/10/2018,UA,Blast!,ios,Organic,54
16/10/2018,DK,Blast!,ios,Ad Network 1,49
21/10/2018,US,Blast!,ios,Organic,5680
18/10/2018,CA,Blast!,ios,Organic,145
17/10/2018,DO,Blast!,ios,Ad Network 1,65
18/10/2018,ZM,Blast!,ios,Ad Network 1,1
18/10/2018,KR,Carz,ios,Organic,1
20/10/2018,KR,Blast!,ios,Organic,31
19/10/2018,IQ,Carz,ios,Organic,1
21/10/2018,PL,Blast!,ios,Ad Network 1,85
17/10/2018,GR,Bally Ball,ios,Organic,3
19/10/2018,HU,Bally Ball,ios,Organic,1
21/10/2018,KZ,Blast!,android,Organic,11
21/10/2018,NO,Blast!,android,Organic,29
22/10/2018,IN,T-Rex,android,Organic,2
21/10/2018,AU,Carz,ios,Ad Network 1,1
21/10/2018,IQ,Blast!,ios,Organic,17
16/10/2018,FJ,Blast!,ios,Ad Network 1,2
17/10/2018,NL,Blast!,ios,Organic,90
19/10/2018,KG,Blast!,android,Organic,2
18/10/2018,HR,Blast!,ios,Ad Network 1,8
19/10/2018,LB,Blast!,android,Organic,3
17/10/2018,JE,Blast!,ios,Organic,1
16/10/2018,KR,Blast!,android,Organic,14
21/10/2018,IR,Bally Ball,ios,Organic,3
21/10/2018,GB,T-Rex,ios,Organic,76
19/10/2018,PH,T-Rex,ios,Organic,5
17/10/2018,CV,Blast!,android,Organic,1
21/10/2018,LV,Blast!,android,Organic,2
17/10/2018,NZ,T-Rex,ios,Organic,5
21/10/2018,BG,Blast!,ios,Organic,11
18/10/2018,NL,Bally Ball,ios,Organic,1
22/10/2018,QA,Blast!,ios,Ad Network 1,13
17/10/2018,TR,Blast!,ios,Ad Network 1,290
17/10/2018,SY,Bally Ball,android,Organic,1
17/10/2018,ML,Blast!,ios,Ad Network 1,1
18/10/2018,un,Blast!,android,Organic,1
22/10/2018,CH,Blast!,ios,Ad Network 1,27
17/10/2018,LT,Blast!,ios,Ad Network 1,10
21/10/2018,MA,Blast!,android,Organic,6
16/10/2018,FO,Blast!,ios,Ad Network 1,1
16/10/2018,PY,Carz,ios,Organic,1
22/10/2018,US,Carz,ios,Ad Network 1,1435
21/10/2018,ES,Blast!,ios,Ad Network 1,150
20/10/2018,KZ,Bally Ball,ios,Organic,1
20/10/2018,CA,Bally Ball,ios,Organic,109
19/10/2018,ME,Blast!,ios,Organic,1
19/10/2018,AT,Blast!,android,Organic,7
19/10/2018,RU,T-Rex,android,Organic,3
21/10/2018,IT,Bally Ball,ios,Organic,6
18/10/2018,DK,Blast!,ios,Ad Network 1,39
16/10/2018,AG,Blast!,ios,Organic,1
22/10/2018,EC,Blast!,ios,Organic,5
19/10/2018,QA,Blast!,ios,Ad Network 1,16
19/10/2018,NL,Screwed,ios,Organic,41
20/10/2018,PL,T-Rex,android,Organic,9
19/10/2018,GR,Carz,ios,Ad Network 1,3
18/10/2018,IT,T-Rex,ios,Organic,5
22/10/2018,CN,Blast!,android,Organic,2
16/10/2018,RU,Blast!,ios,Organic,191
20/10/2018,AU,Blast!,android,Organic,24
22/10/2018,PE,Blast!,ios,Organic,4
20/10/2018,MD,Bally Ball,ios,Organic,1
20/10/2018,TR,T-Rex,android,Organic,1
17/10/2018,NL,Carz,android,Ad Network 1,35
17/10/2018,PT,Carz,ios,Ad Network 1,2
18/10/2018,MK,Blast!,ios,Ad Network 1,11
16/10/2018,UY,Blast!,android,Organic,5
22/10/2018,SA,T-Rex,ios,Organic,3
18/10/2018,LU,Blast!,ios,Ad Network 1,8
22/10/2018,AW,Carz,ios,Ad Network 1,1
19/10/2018,IS,Blast!,ios,Ad Network 1,11
22/10/2018,BG,Blast!,android,Organic,1
17/10/2018,LA,Blast!,android,Organic,4
21/10/2018,SV,Bally Ball,ios,Ad Network 1,1
16/10/2018,MM,Blast!,ios,Organic,2
20/10/2018,BO,Blast!,ios,Ad Network 1,14
20/10/2018,IS,Blast!,ios,Organic,2
21/10/2018,AU,T-Rex,ios,Ad Network 1,5
21/10/2018,MX,T-Rex,ios,Ad Network 7,1
18/10/2018,CY,Blast!,ios,Ad Network 1,4
20/10/2018,CO,Bally Ball,ios,Organic,2
20/10/2018,TR,Blast!,ios,Organic,146
18/10/2018,BG,Blast!,ios,Organic,12
18/10/2018,IL,Blast!,ios,Organic,17
18/10/2018,SG,Blast!,ios,Organic,16
20/10/2018,BD,Blast!,ios,Ad Network 1,13
16/10/2018,US,Carz,ios,Ad Network 1,1469
20/10/2018,IQ,Bally Ball,ios,Ad Network 1,1
21/10/2018,LU,Blast!,ios,Ad Network 3,1
22/10/2018,SI,Blast!,ios,Organic,3
18/10/2018,GR,T-Rex,ios,Ad Network 6,1
18/10/2018,FI,Blast!,ios,Ad Network 1,15
16/10/2018,PH,Blast!,ios,Ad Network 1,249
21/10/2018,US,Blast!,ios,Ad Network 4,2
16/10/2018,BO,Carz,ios,Organic,1
20/10/2018,AD,Blast!,ios,Organic,2
20/10/2018,DO,Blast!,ios,Organic,14
16/10/2018,VN,Blast!,ios,Ad Network 3,5
16/10/2018,CO,Blast!,android,Organic,28
17/10/2018,CA,Carz,ios,Ad Network 1,16
22/10/2018,AD,Carz,ios,Ad Network 1,1
19/10/2018,ID,Blast!,ios,Organic,33
20/10/2018,GL,Blast!,ios,Ad Network 1,4
16/10/2018,BG,Blast!,ios,Organic,13
19/10/2018,PR,Carz,android,Organic,1
20/10/2018,NL,Blast!,ios,Ad Network 1,54
16/10/2018,IN,Carz,ios,Organic,6
21/10/2018,BO,Blast!,ios,Organic,5
19/10/2018,CA,Carz,ios,Ad Network 1,12
21/10/2018,SE,Blast!,ios,Organic,53
18/10/2018,GT,Blast!,ios,Organic,7
16/10/2018,PF,Blast!,ios,Ad Network 1,3
17/10/2018,BG,Blast!,ios,Organic,13
20/10/2018,TZ,Blast!,android,Organic,1
22/10/2018,TT,Blast!,ios,Organic,2
16/10/2018,GH,Blast!,ios,Ad Network 1,7
17/10/2018,MX,Bally Ball,ios,Organic,2
17/10/2018,AU,T-Rex,ios,Ad Network 1,3
19/10/2018,GR,T-Rex,ios,Organic,1
22/10/2018,US,Blast!,ios,Ad Network 1,67
19/10/2018,IR,Carz,ios,Ad Network 1,3
20/10/2018,MM,Carz,android,Organic,1
19/10/2018,MX,Screwed,android,Organic,1
22/10/2018,ES,Screwed,ios,Organic,1
21/10/2018,MM,Blast!,ios,Organic,4
18/10/2018,US,T-Rex,ios,Ad Network 3,747
21/10/2018,RO,Carz,ios,Organic,1
19/10/2018,UY,Blast!,ios,Organic,7
22/10/2018,JM,Blast!,android,Organic,3
17/10/2018,SA,Blast!,ios,Ad Network 1,108
19/10/2018,UA,Blast!,android,Organic,35
21/10/2018,LU,Blast!,ios,Ad Network 1,8
22/10/2018,AT,Blast!,ios,Ad Network 1,20
18/10/2018,MD,Blast!,ios,Ad Network 1,10
17/10/2018,AM,Blast!,ios,Ad Network 1,19
20/10/2018,AM,T-Rex,ios,Organic,1
19/10/2018,BY,Blast!,ios,Organic,7
16/10/2018,HK,Carz,ios,Ad Network 1,1
16/10/2018,CY,Blast!,android,Organic,1
22/10/2018,CN,Bally Ball,ios,Ad Network 1,1
19/10/2018,SG,Blast!,ios,Ad Network 1,34
19/10/2018,MV,T-Rex,ios,Organic,1
19/10/2018,GR,Bally Ball,ios,Organic,1
20/10/2018,MZ,Blast!,android,Organic,1
16/10/2018,CV,Blast!,ios,Organic,2
19/10/2018,PA,Blast!,android,Organic,1
16/10/2018,IR,Bally Ball,ios,Organic,1
22/10/2018,PR,Blast!,ios,Ad Network 1,30
19/10/2018,RU,Blast!,ios,Ad Network 1,298
19/10/2018,EE,Blast!,ios,Organic,2
19/10/2018,US,Blast!,ios,Ad Network 6,906
22/10/2018,DE,Blast!,android,Organic,76
21/10/2018,SK,Blast!,ios,Organic,6
19/10/2018,MY,Blast!,ios,Organic,18
20/10/2018,AT,T-Rex,ios,Ad Network 3,1
19/10/2018,MT,T-Rex,ios,Organic,1
21/10/2018,AL,T-Rex,ios,Organic,1
16/10/2018,NL,T-Rex,ios,Organic,2
22/10/2018,BY,Blast!,android,Organic,3
17/10/2018,FR,T-Rex,android,Organic,1
20/10/2018,FI,T-Rex,android,Organic,2
21/10/2018,YE,Blast!,ios,Organic,1
22/10/2018,ES,Carz,ios,Ad Network 1,3
18/10/2018,AZ,Bally Ball,ios,Organic,1
21/10/2018,MT,Blast!,android,Organic,1
19/10/2018,NP,Blast!,ios,Organic,2
16/10/2018,NO,Blast!,ios,Ad Network 1,32
18/10/2018,AU,Blast!,android,Organic,14
16/10/2018,DO,Blast!,ios,Ad Network 1,57
21/10/2018,AR,Screwed,ios,Organic,94
21/10/2018,BS,Blast!,ios,Organic,3
19/10/2018,CA,Bally Ball,android,Organic,45
21/10/2018,JE,Blast!,ios,Ad Network 1,2
18/10/2018,PL,Carz,android,Ad Network 1,1
20/10/2018,IT,Blast!,ios,Ad Network 1,230
17/10/2018,AM,Blast!,ios,Organic,1
21/10/2018,LA,Blast!,ios,Ad Network 1,13
17/10/2018,KR,Blast!,android,Organic,10
19/10/2018,HK,Carz,ios,Organic,1
18/10/2018,UZ,Blast!,ios,Ad Network 1,7
20/10/2018,IL,Bally Ball,ios,Organic,1
20/10/2018,AU,T-Rex,android,Organic,5
17/10/2018,IL,Blast!,ios,Ad Network 1,84
18/10/2018,PT,Blast!,ios,Ad Network 1,30
20/10/2018,GD,Blast!,ios,Ad Network 1,1
21/10/2018,MM,Blast!,ios,Ad Network 1,17
16/10/2018,FI,Blast!,ios,Organic,14
19/10/2018,GP,Blast!,ios,Organic,5
19/10/2018,DE,Carz,android,Ad Network 1,1
18/10/2018,AW,Blast!,ios,Organic,1
21/10/2018,TW,T-Rex,android,Organic,2
17/10/2018,CM,Blast!,ios,Ad Network 1,1
18/10/2018,BN,Blast!,android,Organic,1
19/10/2018,CN,T-Rex,android,Organic,1
16/10/2018,GT,Blast!,ios,Ad Network 1,45
19/10/2018,SM,Blast!,ios,Organic,2
22/10/2018,KZ,Blast!,android,Organic,13
19/10/2018,DO,Carz,ios,Ad Network 1,2
16/10/2018,MQ,Blast!,ios,Ad Network 1,1
18/10/2018,AU,Blast!,ios,Organic,107
17/10/2018,BE,Blast!,android,Organic,15
17/10/2018,CY,Blast!,ios,Ad Network 1,10
17/10/2018,DK,Carz,ios,Organic,1
17/10/2018,CL,Blast!,ios,Organic,28
18/10/2018,GE,Blast!,ios,Organic,8
19/10/2018,NA,Blast!,android,Organic,1
17/10/2018,JO,Blast!,ios,Organic,7
17/10/2018,HK,Blast!,ios,Ad Network 1,89
20/10/2018,US,Bally Ball,ios,Ad Network 4,15
18/10/2018,RU,T-Rex,android,Organic,3
17/10/2018,MR,Blast!,ios,Organic,1
17/10/2018,GL,Blast!,ios,Ad Network 1,1
16/10/2018,ES,Carz,ios,Ad Network 1,4
22/10/2018,SG,Blast!,ios,Ad Network 5,1
16/10/2018,LU,Blast!,ios,Ad Network 1,11
18/10/2018,LU,Blast!,ios,Organic,6
20/10/2018,MY,T-Rex,android,Organic,1
16/10/2018,TR,T-Rex,ios,Organic,4
19/10/2018,TW,Blast!,ios,Ad Network 1,181
18/10/2018,SA,Carz,ios,Organic,2
16/10/2018,SN,Blast!,android,Organic,2
20/10/2018,VE,T-Rex,ios,Organic,1
19/10/2018,HU,Blast!,ios,Organic,29
21/10/2018,MV,Blast!,ios,Ad Network 1,2
22/10/2018,PH,Screwed,android,Organic,185
19/10/2018,KE,Blast!,ios,Organic,2
16/10/2018,SE,Blast!,ios,Organic,61
22/10/2018,BR,Carz,android,Ad Network 1,372
19/10/2018,EG,Blast!,ios,Organic,19
17/10/2018,QA,Blast!,ios,Ad Network 1,15
19/10/2018,BR,Carz,android,Organic,224
18/10/2018,CG,Blast!,ios,Ad Network 1,1
16/10/2018,BD,Blast!,android,Organic,3
20/10/2018,CR,Blast!,ios,Ad Network 2,2
22/10/2018,NG,Blast!,android,Organic,3
17/10/2018,DJ,Blast!,ios,Ad Network 1,1
19/10/2018,NG,Blast!,ios,Organic,5
17/10/2018,GB,Blast!,ios,Ad Network 2,1
22/10/2018,NA,Blast!,ios,Ad Network 1,1
18/10/2018,PS,Blast!,ios,Ad Network 1,4
19/10/2018,ES,Blast!,ios,Ad Network 1,176
22/10/2018,AL,T-Rex,ios,Ad Network 3,1
20/10/2018,PH,T-Rex,ios,Organic,3
21/10/2018,PL,T-Rex,ios,Organic,5
22/10/2018,PA,Blast!,ios,Organic,1
16/10/2018,MV,Blast!,ios,Organic,1
18/10/2018,LB,T-Rex,android,Organic,1
22/10/2018,LT,Blast!,ios,Organic,3
22/10/2018,BJ,Blast!,ios,Organic,1
21/10/2018,DZ,T-Rex,ios,Organic,1
16/10/2018,un,Blast!,ios,Ad Network 3,1
19/10/2018,GI,Blast!,ios,Ad Network 1,1
21/10/2018,MZ,Blast!,ios,Organic,2
18/10/2018,IR,Blast!,ios,Ad Network 1,4
20/10/2018,GB,Screwed,android,Organic,1
21/10/2018,US,T-Rex,ios,Ad Network 6,1015
19/10/2018,PR,Blast!,ios,Organic,24
22/10/2018,CL,Blast!,ios,Organic,16
20/10/2018,XK,Blast!,ios,Ad Network 1,3
18/10/2018,NI,Blast!,ios,Ad Network 1,3
17/10/2018,NO,Blast!,ios,Ad Network 1,25
20/10/2018,GB,Blast!,ios,Ad Network 1,93
16/10/2018,CI,Blast!,ios,Organic,2
22/10/2018,MU,Blast!,ios,Ad Network 1,3
16/10/2018,YE,Blast!,ios,Ad Network 1,2
16/10/2018,PR,Blast!,ios,Ad Network 2,3
20/10/2018,GB,T-Rex,android,Organic,17
17/10/2018,RU,Blast!,ios,Ad Network 3,1
18/10/2018,MM,Blast!,ios,Organic,1
19/10/2018,PT,Carz,ios,Organic,2
18/10/2018,SE,Blast!,ios,Ad Network 1,32
18/10/2018,NO,Blast!,ios,Ad Network 1,27
18/10/2018,IN,Carz,ios,Organic,2
19/10/2018,CA,Blast!,ios,Ad Network 6,1
18/10/2018,NI,Blast!,android,Organic,2
20/10/2018,CH,Blast!,android,Organic,19
22/10/2018,US,Bally Ball,ios,Ad Network 2,603
18/10/2018,CL,Blast!,ios,Organic,31
21/10/2018,RO,Blast!,ios,Ad Network 1,66
21/10/2018,SA,Blast!,ios,Organic,78
19/10/2018,DE,Carz,ios,Organic,1
20/10/2018,TW,Blast!,ios,Organic,125
22/10/2018,ES,T-Rex,ios,Organic,2
21/10/2018,CY,Blast!,android,Organic,1
17/10/2018,EG,Blast!,ios,Ad Network 1,104
21/10/2018,IT,Blast!,ios,Ad Network 3,1
19/10/2018,AU,Carz,ios,Ad Network 1,1
18/10/2018,AE,T-Rex,ios,Organic,2
16/10/2018,AU,T-Rex,ios,Organic,85
21/10/2018,KR,Blast!,android,Organic,10
21/10/2018,BE,Bally Ball,ios,Ad Network 1,1
20/10/2018,US,Screwed,ios,Organic,440
16/10/2018,CA,Blast!,ios,Ad Network 3,29
19/10/2018,GU,Blast!,ios,Organic,4
19/10/2018,IR,Carz,ios,Organic,6
21/10/2018,SG,Blast!,android,Organic,3
17/10/2018,CI,Blast!,ios,Ad Network 1,4
21/10/2018,UA,T-Rex,ios,Organic,4
17/10/2018,BE,Carz,ios,Ad Network 1,3
20/10/2018,SV,Blast!,ios,Organic,2
21/10/2018,SE,Bally Ball,ios,Organic,4
22/10/2018,PA,Blast!,ios,Ad Network 1,8
16/10/2018,MK,Blast!,android,Organic,2
22/10/2018,IT,Blast!,ios,Ad Network 3,1
21/10/2018,NL,Carz,android,Ad Network 1,12
20/10/2018,PR,T-Rex,android,Organic,1
20/10/2018,ID,Blast!,ios,Organic,49
19/10/2018,LU,Blast!,ios,Organic,2
16/10/2018,AR,Carz,ios,Ad Network 1,898
17/10/2018,ZA,Blast!,android,Organic,10
20/10/2018,ES,T-Rex,android,Organic,4
22/10/2018,VN,Blast!,android,Organic,98
21/10/2018,KR,Carz,ios,Ad Network 1,3
20/10/2018,GT,Blast!,ios,Organic,5
20/10/2018,TH,T-Rex,android,Organic,3
18/10/2018,PL,T-Rex,ios,Organic,4
22/10/2018,TW,Blast!,ios,Organic,55
16/10/2018,PT,Carz,ios,Ad Network 1,4
19/10/2018,US,Bally Ball,ios,Ad Network 1,99
16/10/2018,TO,Blast!,ios,Ad Network 1,1
20/10/2018,PT,Carz,ios,Ad Network 1,1
20/10/2018,DE,Bally Ball,ios,Ad Network 2,2
22/10/2018,MD,Blast!,ios,Ad Network 1,3
20/10/2018,LC,Blast!,android,Organic,2
20/10/2018,GL,Blast!,ios,Organic,1
16/10/2018,TT,Blast!,ios,Organic,3
20/10/2018,IN,T-Rex,ios,Organic,4
21/10/2018,AR,T-Rex,ios,Organic,1
18/10/2018,AM,Blast!,ios,Organic,4
22/10/2018,PE,Blast!,android,Organic,2
22/10/2018,AO,Blast!,ios,Organic,1
20/10/2018,HU,T-Rex,ios,Organic,1
20/10/2018,SY,Carz,ios,Organic,1
22/10/2018,UA,Blast!,android,Organic,11
17/10/2018,FJ,Blast!,ios,Organic,1
18/10/2018,AF,Blast!,ios,Ad Network 1,3
18/10/2018,VN,Carz,android,Organic,52
21/10/2018,GT,Blast!,ios,Organic,10
19/10/2018,NO,Carz,ios,Organic,1
19/10/2018,AU,T-Rex,ios,Ad Network 1,6
22/10/2018,FR,T-Rex,ios,Organic,20
16/10/2018,CN,Bally Ball,ios,Organic,3
20/10/2018,CA,Bally Ball,android,Organic,32
19/10/2018,MD,Blast!,ios,Organic,3
20/10/2018,IT,T-Rex,ios,Organic,6
16/10/2018,PS,T-Rex,ios,Ad Network 1,1
17/10/2018,MQ,Blast!,ios,Ad Network 1,2
22/10/2018,GA,Blast!,android,Organic,1
22/10/2018,BE,Bally Ball,ios,Ad Network 1,1
22/10/2018,JP,Carz,ios,Organic,4
19/10/2018,NI,Blast!,ios,Ad Network 1,3
19/10/2018,CA,Screwed,ios,Organic,1
16/10/2018,BR,Blast!,android,Organic,128
17/10/2018,EC,Blast!,ios,Ad Network 1,49
18/10/2018,GB,Blast!,ios,Ad Network 2,1
19/10/2018,AR,T-Rex,ios,Organic,1
18/10/2018,ET,Blast!,ios,Ad Network 1,1
22/10/2018,AE,Carz,ios,Organic,1
20/10/2018,SK,T-Rex,android,Organic,2
20/10/2018,DZ,Blast!,android,Organic,9
20/10/2018,BR,Bally Ball,ios,Ad Network 1,1
19/10/2018,MX,Blast!,android,Organic,89
21/10/2018,SV,Bally Ball,ios,Organic,1
